director_name,genres,movie_title,actor_1_name,actor_2_name,actor_3_name
Michael Schultz,Drama,woman thou art loosed,Loretta Devine,Kimberly Elise,Clifton Powell
Patricia Cardoso,Comedy Drama,real women have curves,America Ferrera,Lupe Ontiveros,George Lopez
unknown,Drama War,deadline gallipoli            ,Rachel Griffiths,Jessica De Gouw,Luke Ford
Deepa Mehta,Drama Romance,water,John Abraham,Lisa Ray,Seema Biswas
Damien O'Donnell,Comedy Drama,east is east,Archie Panjabi,Jimi Mistry,Om Puri
Peter M. Cohen,Comedy Romance,whipped,Callie Thorne,Brian Van Holt,David Heyman
Mira Nair,Crime Drama History Romance,kama sutra: a tale of love,Indira Varma,Sarita Choudhury,Rekha
Nicole Holofcener,Comedy Drama,please give,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert
Mel Stuart,Family Fantasy Musical,willy wonka & the chocolate factory,Peter Ostrum,Jack Albertson,Julie Dawn Cole
Anthony Hickox,Fantasy Horror,warlock: the armageddon,Julian Sands,Zach Galligan,Paula Marshall
Tom Schulman,Comedy Crime,8 heads in a duffel bag,Kristy Swanson,George Hamilton,Dyan Cannon
Terrence Malick,Drama Romance,days of heaven,Sam Shepard,Stuart Margolin,Richard Libertini
Jill Sprecher,Drama,thirteen conversations about one thing,Matthew McConaughey,Rob McElhenney,Amy Irving
Darren Stein,Comedy Crime Thriller,jawbreaker,Julie Benz,Judy Greer,Jeff Conaway
Julian Schnabel,Biography Drama,basquiat,Gary Oldman,Michael Wincott,Courtney Love
Noah Baumbach,Comedy Drama Romance,frances ha,Greta Gerwig,Grace Gummer,Vanessa Ray
Gavin Hood,Crime Drama,tsotsi,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo
Todd Solondz,Comedy Drama,happiness,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker
George Gallo,Comedy Documentary,dysfunktional family,Eddie Griffin,Joe Howard,Robert Noble
Kevin Smith,Comedy Drama Horror,tusk,Johnny Depp,Haley Joel Osment,Michael Parks
Chan-wook Park,Drama Mystery Thriller,oldboy,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang
David Nixon,Drama Family,letters to god,Robyn Lively,Michael Bolten,Christopher Schmidt
Jason Eisener,Action Comedy Thriller,hobo with a shotgun,Gregory Smith,Robb Wells,Molly Dunsworth
Enrique Begne,Action Comedy,compadres,Kevin Pollak,Héctor Jiménez,Erick Elias
Matthew Bright,Comedy Crime Drama Thriller,freeway,Bokeem Woodbine,Dan Hedaya,Robert Peters
Michael Landon Jr.,Drama Family Western,love's abiding joy,William Morgan Sheppard,Kevin Gage,Brianna Brown
Andrea Arnold,Drama,fish tank,Michael Fassbender,Harry Treadaway,Jason Maza
Whit Stillman,Comedy Drama Romance,damsels in distress,Greta Gerwig,Megalyn Echikunwoke,Zach Woods
unknown,Horror Sci-Fi Thriller,creature            ,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke
Leslye Headland,Comedy Romance,bachelorette,Kirsten Dunst,Adam Scott,Andrew Rannells
unknown,Comedy Drama Horror Sci-Fi Thriller,braindead            ,Danny Pino,Megan Hilty,Zach Grenier
Bobby Roth,Drama Family Music,brave new girl,Virginia Madsen,Aaron Ashmore,Lindsey Haun
Tim Heidecker,Comedy,tim and eric's billion dollar movie,Michael Gross,William Atherton,Bob Ross
Rupert Wyatt,Crime Drama Thriller,the gambler,George Kennedy,Cjon Saulsberry,Griffin Cleveland
unknown,Drama,the grand            ,Susan Hampshire,Amanda Mealing,Tim Healy
Marco Kreuzpaintner,Comedy Drama Romance Sport,summer storm,Alicja Bachleda,Kostja Ullmann,Robert Stadlober
Kate Connor,Drama History War,fort mccoy,Johnny Pacar,Eric Stoltz,Brendan Fehr
Deon Taylor,Horror Thriller,chain letter,Matt Cohen,Betsy Russell,Noah Segan
Jason Alexander,Comedy Drama,just looking,Gretchen Mol,Patti LuPone,Peter Onorati
Xavier Gens,Drama Sci-Fi Thriller,the divide,Michael Biehn,Lauren German,Rosanna Arquette
Conor McPherson,Drama Horror Romance,the eclipse,Aidan Quinn,Iben Hjejle,Jim Norton
Will Canon,Horror Thriller,demonic,Frank Grillo,Scott Mechlowicz,Aaron Yoo
Philip Zlotorynski,Comedy,my big fat independent movie,Neil Hopkins,Darren Keefe Reiher,David Douglas
Tim Burton,Adventure Family Fantasy,alice in wonderland,Johnny Depp,Alan Rickman,Anne Hathaway
Lance Kawas,Comedy,the deported,Taylor Negron,Michael Rapaport,Talia Shire
Francesca Gregorini,Drama,tanner hall,Tom Everett Scott,Amy Sedaris,Chris Kattan
Marcio Garcia,Action Drama Thriller,open road,John Savage,Kristi Clainos,Emily Nelson
David Wain,Comedy,they came together,Christopher Meloni,Amy Poehler,Jack McBrayer
Craig Moss,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,French Stewart,Ashley Martin,Olivia Alexander
Michael Jai White,Action Drama Sport,never back down 2: the beatdown,Michael Jai White,Alex Meraz,Jillian Murray
John Boorman,Crime Thriller,point blank,Lee Marvin,Angie Dickinson,Carroll O'Connor
Paolo Monico,Comedy,four single fathers,Stephanie Szostak,Sarah Rafferty,Salvatore Santone
Youssef Delara,Thriller,enter the dangerous mind,Noel Gugliemi,David Bianchi,Jason Priestley
Darin Scott,Drama Horror Mystery Thriller,something wicked,Julian Morris,Shantel VanSanten,John Robinson
Christian Sesma,Thriller,awol-72,Bokeem Woodbine,Brooke Newton,Brett Wagner
Monte Hellman,Adventure Crime Drama,iguana,Everett McGill,Jack Taylor,Fabio Testi
Kenneth Branagh,Drama Family Fantasy Romance,cinderella,Hayley Atwell,Derek Jacobi,Lily James
Brian Caunter,Action Adventure Crime Drama,chicago overcoat,Mike Starr,Stacy Keach,Frank Vincent
Chris D'Arienzo,Comedy Drama Romance,barry munday,Judy Greer,Cybill Shepherd,Shea Whigham
Walter Salles,Drama,central station,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos
Frank Capra,Comedy Drama,pocketful of miracles,Ann-Margret,Glenn Ford,Thomas Mitchell
Isaac Florentine,Action Crime,close range,Anthony L. Fernandez,Nick Chinlund,Scott Evans
Susan Seidelman,Comedy Romance,boynton beach club,Dyan Cannon,Michael Nouri,Brenda Vaccaro
Michael Polish,Drama Horror Mystery Thriller,amnesiac,Olivia Rose Keegan,Patrick Bauchau,Mia Barron
Heidi Ewing,Documentary,freakonomics,Greg Crowe,James Ransone,Tempestt Bledsoe
Richard Donner,Fantasy Horror Mystery,the omen,Lee Remick,Patrick Troughton,Billie Whitelaw
Alexandre Aja,Horror,high tension,Cécile De France,Maïwenn,Oana Pellea
Leon Ford,Comedy Drama Romance Sci-Fi,griff the invisible,Maeve Dermody,Patrick Brammall,Kelly Paterniti
Hank Braxtan,Action Horror Thriller,unnatural,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter
Craig Brewer,Crime Drama Music,hustle & flow,Isaac Hayes,Paula Jai Parker,Elise Neal
Billy Wilder,Comedy Music Romance,some like it hot,Nehemiah Persoff,Joe E. Brown,George Raft
John Carl Buechler,Horror,friday the 13th part vii: the new blood,Kane Hodder,Terry Kiser,William Butler
Victor Fleming,Adventure Family Fantasy Musical,the wizard of oz,Margaret Hamilton,Terry,Billie Burke
Mel Brooks,Comedy,young frankenstein,Madeline Kahn,Peter Boyle,Teri Garr
George A. Romero,Horror,diary of the dead,Megan Park,Shawn Roberts,Joe Dinicol
Rajkumar Hirani,Comedy Drama Romance,lage raho munna bhai,Vidya Balan,Sanjay Dutt,Jimmy Shergill
Victor Nunez,Drama,ulee's gold,Peter Fonda,Patricia Richardson,Vanessa Zima
Carroll Ballard,Adventure Family Sport,the black stallion,Teri Garr,Kelly Reno,Hoyt Axton
Rohit Jugraj,Romance,sardaar ji,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh
Thorbjørn Christoffersen,Action Adventure Animation Comedy Sci-Fi,journey to saturn,Iben Hjejle,Frank Hvam,Casper Christensen
John Ford,Adventure Comedy Romance,donovan's reef,Lee Marvin,Cesar Romero,Jack Warden
Alex van Warmerdam,Comedy Drama,the dress,Rijk de Gooyer,Ariane Schluter,Henri Garcin
Victor Fleming,Drama Fantasy Romance War,a guy named joe,Spencer Tracy,Esther Williams,Irene Dunne
Mel Brooks,Comedy Western,blazing saddles,Madeline Kahn,David Huddleston,Harvey Korman
Joseph Zito,Horror Thriller,friday the 13th: the final chapter,Judie Aronson,Tom Everett,Kimberly Beck
Pawel Pawlikowski,Drama,ida,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza
James Ivory,Drama Romance,maurice,Rupert Graves,Denholm Elliott,Simon Callow
Frank Sebastiano,Comedy Sport,beer league,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel
Rand Ravich,Drama Sci-Fi Thriller,the astronaut's wife,Johnny Depp,Charlize Theron,Clea DuVall
Stacy Peralta,Documentary History Sport,riding giants,Gerry Lopez,Gabrielle Reece,Laird John Hamilton
Nacho Vigalondo,Horror Mystery Sci-Fi Thriller,timecrimes,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga
Hao Ning,Action Adventure Comedy,silver medallist,Jack Kao,Bo Huang,Zheng Xu
Tony Giglio,Horror Thriller,timber falls,Brianna Brown,Nick Searcy,Beth Broderick
Stanley Donen,Comedy Musical Romance,singin' in the rain,Rita Moreno,Debbie Reynolds,Cyd Charisse
Joe Cross,Documentary,"fat, sick & nearly dead",Joe Cross,Joel Fuhrman,Amy Badberg
Michael Tiddes,Comedy Fantasy,a haunted house,Essence Atkins,Alanna Ubach,J.B. Smoove
Dinesh D'Souza,Documentary,2016: obama's america,Barack Obama,Zackary Steven Graham,Dinesh D'Souza
Rob Zombie,Horror,halloween ii,Scout Taylor-Compton,Tyler Mane,Margot Kidder
Tom Hanks,Comedy Drama Music,that thing you do!,Tom Hanks,Charlize Theron,Ethan Embry
Tommy Lee Wallace,Horror Mystery Sci-Fi,halloween iii: season of the witch,Tom Atkins,Dan O'Herlihy,Nancy Kyes
Don Taylor,Action Sci-Fi,escape from the planet of the apes,Roddy McDowall,M. Emmet Walsh,Sal Mineo
Martin Ritt,Drama,hud,Patricia Neal,Melvyn Douglas,Whit Bissell
Leslie Small,Comedy Documentary,kevin hart: let me explain,David Jason Perez,La'Princess Jackson,Dana Hanna
Gus Van Sant,Drama,my own private idaho,Keanu Reeves,Udo Kier,Flea
Zach Braff,Comedy Drama Romance,garden state,Armando Riesco,Michael Weston,Jill Flint
Richard Linklater,Drama Romance,before sunrise,Hanno Pöschl,Hans Weingartner,Dominik Castell
Éric Tessier,Action Drama Horror Thriller,sur le seuil,Patrick Huard,Michel Côté,Jean Pierre Bergeron
Alison Maclean,Drama,jesus' son,Billy Crudup,Samantha Morton,Mark Webber
Alice Wu,Comedy Drama Romance,saving face,Joan Chen,Ato Essandoh,Jessica Hecht
Sarah Gavron,Drama,brick lane,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee
Jake Schreier,Comedy Crime Drama Sci-Fi,robot & frank,Frank Langella,Joshua Ormond,Ana Gasteyer
Isabel Coixet,Drama Romance,my life without me,Sarah Polley,Julian Richings,Amanda Plummer
James Ponsoldt,Comedy Drama Romance,the spectacular now,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi
Randall Miller,Comedy Family Musical Romance Short,marilyn hotchkiss' ballroom dancing and charm school,William Hurt,Elden Henson,Michael Bower
Larry Charles,Comedy Documentary War,religulous,Bill Maher,Tal Bachman,Steve Burg
Joshua Tickell,Documentary,fuel,Larry David,Sheryl Crow,George W. Bush
Tim Boxell,Drama,valley of the heart's delight,Bruce McGill,Diana Scarwid,Tom Bower
Rawson Marshall Thurber,Comedy Sport,dodgeball: a true underdog story,Gary Cole,Stephen Root,Joel David Moore
Michael D. Sellers,Comedy Drama Family,eye of the dolphin,Katharine Ross,Carly Schroeder,George Harris
Reed Cowan,Documentary,8: the mormon proposition,Dustin Lance Black,Emily Pearson,Gavin Newsom
James Dodson,Comedy Drama Romance,the other end of the line,Larry Miller,Anupam Kher,Shriya Saran
Stefan Ruzowitzky,Horror Thriller,anatomy,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg
Alex Rivera,Drama Romance Sci-Fi Thriller,sleep dealer,Leonor Varela,Jacob Vargas,Tenoch Huerta
James Gunn,Comedy Crime Drama,super,Linda Cardellini,Rainn Wilson,Paul T. Taylor
John Murlowski,Comedy Drama Family Romance,christmas mail,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro
Benni Diez,Comedy Horror,stung,Clifton Collins Jr.,Cecilia Pillado,David Masterson
Danny Perez,Horror,antibirth,Natasha Lyonne,Emmanuel Kabongo,Mark Webber
Spike Lee,Drama History,get on the bus,Bernie Mac,Harry Lennix,Andre Braugher
Robby Henson,Drama Horror Mystery Thriller,thr3e,Marc Blucas,Max Ryan,Justine Waddell
Mike Judge,Adventure Comedy Sci-Fi,idiocracy,Anthony 'Citric' Campos,Patrick Fischler,David Herman
Zackary Adler,Crime Drama,the rise of the krays,Simon Merrells,Kevin Leslie,Kris Sommerville
Shane Meadows,Crime Drama,this is england,Stephen Graham,Joseph Gilgun,Jack O'Connell
Dominic Burns,Comedy Sci-Fi,alien uprising,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme
George Sidney,Comedy Musical,bathing beauty,Esther Williams,Basil Rathbone,Red Skelton
Carmen Marron,Drama Musical,go for it!,Jossara Jinaro,Aimee Garcia,Rene Rosado
Tim McCanlies,Comedy Drama Family,"dancer, texas pop. 81",Ethan Embry,Michael O'Neill,Alexandra Holden
George Sidney,Drama Family Musical Romance,show boat,Agnes Moorehead,Ava Gardner,Howard Keel
Mario Van Peebles,Drama,redemption road,Tom Skerritt,Cinda McCain,Luke Perry
Jason Stone,Thriller,the calling,Topher Grace,Ellen Burstyn,Christopher Heyerdahl
Jerry Rees,Adventure Animation Comedy Family Fantasy Musical,the brave little toaster,Jon Lovitz,Phil Hartman,Mindy Sterling
James Algar,Animation Family Fantasy Music,fantasia,Leopold Stokowski,Deems Taylor,unknown
William Friedkin,Action Crime Drama Thriller,the french connection,Roy Scheider,Fernando Rey,Tony Lo Bianco
Jaco Booyens,Drama Thriller,8 days,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez
Steve Miner,Horror Thriller,friday the 13th part iii,Richard Brooker,Dana Kimmell,Catherine Parks
Danny Steinmann,Horror Mystery Thriller,friday the 13th: a new beginning,Tiffany Helm,Melanie Kinnaman,Dominick Brascia
Michael Landon Jr.,Drama,the last sin eater,Henry Thomas,Louise Fletcher,A.J. Buckley
Jon Gunn,Drama,do you believe?,Alexa PenaVega,Delroy Lindo,Madison Pettis
Hayley Cloake,Thriller,impact point,Brian Austin Green,Kayla Ewell,Linden Ashby
Tay Garnett,Drama,the valley of decision,Jessica Tandy,Greer Garson,Lionel Barrymore
Shyam Madiraju,Drama Thriller,eden,Jessica Lowndes,Ethan Peck,Brad Schmidt
Harmage Singh Kalirai,Comedy Drama Romance,chicken tikka masala,Saeed Jaffrey,Zohra Segal,Shobu Kapoor
Rita Merson,Comedy Music Romance,always woodstock,Ryan Guzman,James Wolk,Jason Ritter
Jon Knautz,Action Comedy Horror,jack brooks: monster slayer,Rachel Skarsten,Daniel Kash,Stefanie Drummond
William Wyler,Drama Romance War,the best years of our lives,Myrna Loy,Teresa Wright,Dana Andrews
Larry Clark,Biography Crime Drama,bully,Kelli Garner,Nick Stahl,Brad Renfro
Petter Næss,Comedy Drama,elling,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin
Robert Fontaine,Crime Drama,mi america,Michael Derek,Arturo Castro,Brad Lee Wind
Jaume Balagueró,Horror,[rec],Manuela Velasco,Pablo Rosso,Carlos Lasarte
Patricia Cardoso,Drama,lies in plain sight,Rosie Perez,Martha Higareda,Cheyenne Haynes
Dan Perri,Comedy Drama Mystery Romance Thriller,sharkskin,Travis Myers,David Proval,Carmen Argenziano
Neil Mcenery-West,Horror Sci-Fi Thriller,containment,Walter Hendrix III,Michael Chapman,Louise Brealey
Anthony O'Brien,Adventure Drama Western,the timber,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan
Terence Young,Action Adventure Thriller,from russia with love,Robert Shaw,Daniela Bianchi,Lois Maxwell
Michael Herz,Action Comedy Horror Sci-Fi,the toxic avenger part ii,Phoebe Legere,Jessica Dublin,Lisa Gaye
unknown,Crime Drama Mystery,in the heat of the night            ,Carroll O'Connor,Alan Autry,Crystal R. Fox
Woody Allen,Comedy Sci-Fi,sleeper,Woody Allen,John Beck,Mews Small
David Robert Mitchell,Horror Mystery,it follows,Maika Monroe,Ruby Harris,Jake Weary
Woody Allen,Comedy,everything you always wanted to know about sex * but were afraid to ask,Woody Allen,John Carradine,Lynn Redgrave
Robert Mulligan,Crime Drama,to kill a mockingbird,Robert Duvall,Brock Peters,William Windom
George Miller,Action Adventure Sci-Fi Thriller,mad max 2: the road warrior,Vernon Wells,Bruce Spence,Kjell Nilsson
Chia-Liang Liu,Action Comedy,the legend of drunken master,Andy Lau,Anita Mui,Ho-Sung Pak
Stanley Kubrick,Crime Drama Romance,lolita,James Mason,Shelley Winters,Lois Maxwell
Kimberly Peirce,Biography Crime Drama Romance,boys don't cry,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette
Chris Kentis,Drama Horror Mystery Thriller,silent house,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese
Florian Henckel von Donnersmarck,Drama Thriller,the lives of others,Sebastian Koch,Ulrich Mühe,Martina Gedeck
Alex Kendrick,Drama,courageous,Ben Davies,Alex Kendrick,T.C. Stallings
Robert Rossen,Drama Sport,the hustler,George C. Scott,Jackie Gleason,Murray Hamilton
Jack Conway,Adventure Drama Romance Western,boom town,Hedy Lamarr,Spencer Tracy,Claudette Colbert
Sylvain Chomet,Animation Comedy Drama,the triplets of belleville,Michel Robin,Charles Linton,Béatrice Bonifassi
Chris Eyre,Comedy Drama,smoke signals,Michael Greyeyes,Irene Bedard,Gary Farmer
Shari Springer Berman,Biography Comedy Drama,american splendor,Josh Hutcherson,James Urbaniak,Daniel Tay
Richard Linklater,Drama Romance,before sunset,Vernon Dobtcheff,Albert Delpy,Marie Pillet
Alejandro G. Iñárritu,Drama Thriller,amores perros,Adriana Barraza,Jorge Salinas,Goya Toledo
Catherine Hardwicke,Drama,thirteen,Holly Hunter,Sarah Clarke,Kip Pardue
Elia Kazan,Drama Romance,gentleman's agreement,Dean Stockwell,Celeste Holm,John Garfield
Debra Granik,Drama,winter's bone,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser
Kevin Macdonald,Adventure Documentary Drama Sport,touching the void,Nicholas Aaron,Brendan Mackey,Joe Simpson
Henry King,Drama Musical Romance,alexander's ragtime band,Tyrone Power,Don Ameche,John Carradine
Miranda July,Comedy Drama,me and you and everyone we know,Najarra Townsend,Brad William Henke,Miranda July
Charles Ferguson,Crime Documentary,inside job,Matt Damon,George W. Bush,Barney Frank
Max Joseph,Drama Music Romance,we are your friends,Vanessa Lengies,Emily Ratajkowski,Jonny Weston
Jim Jarmusch,Action Crime Drama Thriller,ghost dog: the way of the samurai,Henry Silva,Gano Grills,Richard Portnow
David Ayer,Action Crime Drama Thriller,harsh times,J.K. Simmons,Christian Bale,Noel Gugliemi
Jerry Jameson,Crime Drama Thriller,captive,David Oyelowo,Leonor Varela,Sydelle Noel
Steven Soderbergh,Comedy Romance,full frontal,Julia Roberts,Enrico Colantoni,Blair Underwood
Kevin Tenney,Horror Mystery Thriller,witchboard,Kathleen Wilhoite,Tawny Kitaen,Rose Marie
unknown,Comedy,strangers with candy            ,Stephen Colbert,Amy Sedaris,Maria Thayer
Kenneth Branagh,Drama,hamlet,Julie Christie,Brian Blessed,Richard Briers
John Cameron Mitchell,Comedy Drama Romance,shortbus,Sook-Yin Lee,Peter Stickles,Raphael Barker
Ari Folman,Animation Biography Documentary Drama History War,waltz with bashir,Ari Folman,Ronny Dayag,Zahava Solomon
Gary Rogers,Adventure,"the book of mormon movie, volume 1: the journey",Noah Danby,Kirby Heyborne,Bruce Newbold
Charles Ferguson,Documentary War,no end in sight,Campbell Scott,Dick Cheney,Donald Rumsfeld
Marielle Heller,Drama Romance,the diary of a teenage girl,Alexander Skarsgård,David Fine,Austin Lyon
unknown,Comedy Drama Romance,get real            ,Anne Hathaway,Jon Tenney,Debrah Farentino
David Sington,Documentary History,in the shadow of the moon,John F. Kennedy,Buzz Aldrin,Neil Armstrong
Kelly Reichardt,Drama Western,meek's cutoff,Bruce Greenwood,Zoe Kazan,Shirley Henderson
Fenton Bailey,Biography Documentary History,inside deep throat,Hugh M. Hefner,Bill Maher,Linda Lovelace
Bob Giraldi,Crime Drama Romance,dinner rush,Danny Aiello,Manny Perez,Ajay Naidu
Jill Sprecher,Comedy Drama,clockwatchers,Alanna Ubach,Bob Balaban,Jamie Kennedy
Huck Botko,Comedy,the virginity hit,Matt Bennett,Krysta Rodriguez,Zack Pearlman
Luc Besson,Comedy Drama Thriller,subway,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade
David Duchovny,Comedy Drama,house of d,Robin Williams,Mark Margolis,Frank Langella
Mitchell Lichtenstein,Comedy Fantasy Horror Thriller,teeth,Jess Weixler,Nathan Parsons,John Hensley
Lance Mungia,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai,Jeffrey Falcon,Stephane Gauger,Kim De Angelo
Kundan Shah,Action Comedy Romance Thriller,hum to mohabbat karega,Karisma Kapoor,Bobby Deol,Shakti Kapoor
Michael Dowse,Biography Comedy Drama Music,it's all gone pete tong,Paul Kaye,Neil Maskell,Kate Magowan
Hue Rhodes,Comedy Drama,saint john of las vegas,Peter Dinklage,Steve Buscemi,Romany Malco
Shane Meadows,Comedy Drama Romance Sport,24 7: twenty four seven,Bob Hoskins,Annette Badland,Karl Collins
Roland Emmerich,Drama,stonewall,Jeremy Irvine,Caleb Landry Jones,Matt Craven
unknown,Comedy Drama Sci-Fi,eureka            ,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield
Jugal Hansraj,Animation Comedy Family Romance,roadside romeo,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
Danny Provenzano,Crime Drama,this thing of ours,Vincent Pastore,Frank Vincent,Chuck Zito
Bill Muir,Adventure Family Fantasy,the lost medallion: the adventures of billy stone,Alex Kendrick,Jansen Panettiere,Tiya Sircar
Richard LaGravenese,Comedy Drama Musical Romance,the last five years,Anna Kendrick,Jeremy Jordan,Charly Bivona
Noah Buschel,Drama,the missing person,Merritt Wever,Amy Ryan,Paul Adelstein
Brian Yuzna,Horror Romance Sci-Fi,return of the living dead iii,Melinda Clarke,Kent McCord,Sarah Douglas
Hunter Richards,Drama Romance,london,Jason Statham,Chris Evans,Dane Cook
Laurie Collyer,Drama,sherrybaby,Brad William Henke,Kate Burton,Michelle Hurst
Bruce McCulloch,Comedy Crime,stealing harvard,Martin Starr,Megan Mullally,Chris Penn
Aaron Hann,Drama Horror Mystery Sci-Fi Thriller,circle,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
James Watkins,Horror Thriller,eden lake,Michael Fassbender,Jack O'Connell,Lorraine Stanley
Catherine Hardwicke,Thriller,plush,Frances Fisher,James Kyson,Marlene Forte
Phil Claydon,Action Comedy Fantasy Horror,vampire killers,MyAnna Buring,James Corden,Silvia Colloca
Ralph Ziman,Action Crime Drama,gangster's paradise: jerusalema,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs
John Simpson,Crime Drama Thriller,freeze frame,Colin Salmon,Lee Evans,Ian McNeice
Colin Minihan,Horror,grave encounters,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko
Conor McMahon,Comedy Horror,stitches,Peter McQuinn,Tommy Knight,Jemma Curran
Chris Shadley,Crime Drama Horror Mystery Thriller,nine dead,Daniel Baldwin,William Lee Scott,Marc Macaulay
Simon Napier-Bell,Documentary,"to be frank, sinatra at 100",Alice Cooper,Tim Rice,Louis Walsh
Woody Allen,Comedy,bananas,Woody Allen,Charlotte Rae,Louise Lasser
Simon Yin,Thriller,supercapitalist,Paul Sheehan,Linus Roache,Kathy Uyen
Jeff Crook,Action Crime Drama Thriller,rockaway,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira
unknown,Comedy Drama,wings            ,Steven Weber,Tim Daly,Amy Yasbeck
Orson Welles,Crime Drama Film-Noir Mystery Thriller,the lady from shanghai,Rita Hayworth,Everett Sloane,Ted de Corsia
Dave Payne,Horror Thriller,no man's land: the rise of reeker,Mircea Monroe,Lew Temple,Robert Pine
James Cox,Crime Drama,highway,Jake Gyllenhaal,M.C. Gainey,Mark Rolston
Jonas Åkerlund,Comedy Crime Drama,small apartments,Noel Gugliemi,Saffron Burrows,Matt Lucas
Brad Copeland,Comedy,coffee town,Sunil Narkar,Ben Schwartz,Glenn Howerton
Paul Bunnell,Comedy Fantasy Musical Sci-Fi,the ghastly love of johnny x,Kate Maberly,Kevin McCarthy,Paul Williams
Phil Morrison,Comedy Drama,all is bright,Sally Hawkins,Curtiss Cook,Peter Hermann
Harald Reinl,Horror Mystery,the torture chamber of dr. sadism,Christopher Lee,Lex Barker,Karin Dor
James Cox,Comedy Drama,straight a's,Jon Mack,Powers Boothe,Josh Meyers
Richard Lester,Comedy Musical,a funny thing happened on the way to the forum,Buster Keaton,Zero Mostel,Phil Silvers
Michael Moore,Documentary,slacker uprising,Michael Moore,Eddie Vedder,Steve Earle
Tanner Beard,Action Adventure History Western,the legend of hell's gate: an american conspiracy,William McNamara,Kevin Alejandro,Glenn Morshower
Scott Dow,Comedy Horror,the walking deceased,Trenton Rostedt,Wray Crawford,Dave Sheridan
Derick Martini,Drama Horror Mystery Thriller,the curse of downers grove,Kevin Zegers,Bella Heathcote,Tom Arnold
Jerry Dugan,Thriller,shark lake,Melissa Bolona,Michael Aaron Milligan,James Chalke
Tim Hunter,Crime Drama,river's edge,Keanu Reeves,Daniel Roebuck,Ione Skye
Michael Polish,Drama Fantasy,northfork,Peter Coyote,Anthony Edwards,Jon Gries
William Kaufman,Action Thriller,the marine 4: moving target,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis
Rodrigo Cortés,Drama Mystery Thriller,buried,Ryan Reynolds,Samantha Mathis,Erik Palladino
Richard Ayoade,Comedy Drama Romance,submarine,Craig Roberts,Paddy Considine,Sally Hawkins
Jehane Noujaim,Documentary Drama History News,the square,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
Pascal Arnold,Drama,one to another,Karl E. Landler,Lizzie Brocheré,Pierre Perrier
Kimberly Peirce,Drama Fantasy Horror,carrie,Chloë Grace Moretz,Judy Greer,Portia Doubleday
Remo,Drama Musical,abcd (any body can dance),Lauren Gottlieb,Remo,Prabhudheva
Wes Craven,Horror,a nightmare on elm street,Johnny Depp,Lin Shaye,Amanda Wyss
James Marsh,Biography Crime Documentary History Thriller,man on wire,Paul McGill,Philippe Petit,Jean-Louis Blondeau
John Laing,Drama,abandoned,Siobhan Marshall,Peter Feeney,Rachel Nash
Jamal Hill,Drama,brotherly love,Logan Browning,Adam Ratcliffe,Faizon Love
Daniel Stamm,Drama Horror Thriller,the last exorcism,Caleb Landry Jones,Ashley Bell,Patrick Fabian
Sam Taylor-Johnson,Biography Drama Music,nowhere boy,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
Elia Kazan,Drama,a streetcar named desire,Marlon Brando,Karl Malden,Kim Hunter
Stanley Kubrick,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,George C. Scott,Slim Pickens,Keenan Wynn
Carlos Carrera,Drama Romance,el crimen del padre amaro,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.
